job_id,job_title,company_name,company_rating,location,scraped_city,role_category,experience_raw,experience_min_yrs,experience_max_yrs,salary_raw,salary_min_lpa,salary_max_lpa,salary_disclosed,skills_required,skills_count,job_description,posted_date_raw,work_mode,company_size_bucket,job_url,data_source,scraped_at,salary_tier,experience_tier,is_senior,primary_city,skill_domain,salary_midpoint_lpa,days_since_posted,is_fresher_friendly,salary_negotiable
6253,Accessibility Business Analyst,Deque Systems,3.3,Remote,Remote,Data Scientist,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,False,"Analytical skills, Mobile application development, Business Analyst, Testing tools, Process improvement, Javascript, HTML, Subject matter expertise",8,". Bachelors degree in Business Administration, Information Technology, Computer Science...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-accessibility-business-analyst-deque-systems-remote-3-to-6-years-181224501588,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,Business Intelligence,0.0,21.0,False,False
6254,Growth Analyst,Think Gestalt,3.3,Remote,Remote,Data Scientist,5-7 Yrs,5.0,7.0,Not Disclosed,0.0,0.0,False,"Qualitative research, digital content, Social media, Leadership training, Consumer insights, Mobile applications, Research, Management",8,"Experience with all phases across the design process, from discovery and design, into d...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-growth-analyst-thinkgestalt-remote-5-to-7-years-180624502007,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,Data Science,0.0,21.0,False,False
6255,Energy Analyst (Part-Time),Remoteva,3.6,Remote,Remote,Data Scientist,2-7 Yrs,2.0,7.0,Not Disclosed,0.0,0.0,False,"Training, HVAC, Excel, Project management, Analytical, Focus, Energy Analyst, Commercial buildings",8,"Bachelor s degree in Mechanical Engineering, Energy Engineering, or a related field Mus...",3 weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-energy-analyst-part-time-remote-va-remote-2-to-7-years-180526507257,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Remote,Business Intelligence,0.0,21.0,False,False
6256,Business Analyst/Project Manager,Relic Consultancy Services,3.6,Remote,Remote,Data Scientist,2-8 Yrs,2.0,8.0,Not Disclosed,0.0,0.0,False,"Credit card domain, Business Analyst, Analytical, Consumer finance, Data structures, Credit cards, Management, Data warehousing",8,Good understanding of the Credit Card Domain or experience in any Lending Applicat...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-project-manager-relic-consultancy-services-remote-2-to-8-years-170123500325,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),True,Remote,Business Intelligence,0.0,21.0,False,False
6257,Business Analyst,Canaco Technologies,3.6,Remote,Remote,Data Scientist,1-3 Yrs,1.0,3.0,Not Disclosed,0.0,0.0,False,"macros, data analysis, dashboard development, presentation skills, business analysis, power bi, dashboards, business intelligence",8,Experience with reporting and dashboard development tools,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-canaco-technologies-remote-1-to-3-years-160426503539,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Remote,Business Intelligence,0.0,21.0,True,False
6258,Business Analyst,Venture Smarter,3.6,Remote,Remote,Data Scientist,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,False,"python, data analysis, business requirements, bi, presentation skills, business analysis, power bi, dashboards",8,"Gather and analyze data from various sources, such as financial reports, market resear...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-venture-smarter-remote-3-to-8-years-131125504457,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,Business Intelligence,0.0,21.0,False,False
6259,Business Analyst,Innovins Technologies,3.1,Remote,Remote,Data Scientist,2-7 Yrs,2.0,7.0,Not Disclosed,0.0,0.0,False,"Project development, Analytical, Web development, Agile, Market research, Project planning, JIRA, SDLC",8,Conduct competitor analysis and market research when requiredBachelor s degree in Busin...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-innovins-remote-2-to-7-years-130825500754,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Remote,Business Intelligence,0.0,21.0,False,False
6260,Business Analyst - Autuskey,Autuskey,3.6,Remote,Remote,Data Scientist,2-7 Yrs,2.0,7.0,Not Disclosed,0.0,0.0,False,"jQuery, Wordpress, Agile, PHP, HTML, JSON, Scrum, Content writing",8,The ideal candidate will have experience in software development lifecycle (SDLC) metho...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-autuskey-autuskey-technology-development-pvt-ltd-remote-2-to-7-years-110723501786,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Remote,Business Intelligence,0.0,21.0,False,False
6261,Business Analyst,Swiftsafe,4.8,Remote,Remote,Data Scientist,2-3 Yrs,2.0,3.0,Not Disclosed,0.0,0.0,False,"Cold calling, Lead generation, Manager Quality Assurance, Business Analyst Lead, Business analysis, Technical writing, Project management, Relationship",8,"Document any identified required changes, and communicate them to the relevant third pa...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-swiftsafe-remote-2-to-3-years-090224500621,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Remote,Business Intelligence,0.0,21.0,False,False
6262,Business Analyst,Sagaux,3.6,Remote,Remote,Data Scientist,3-5 Yrs,3.0,5.0,Not Disclosed,0.0,0.0,False,"Data analysis, Payment processing, ISO, XML, Agile, Back office, Visio, JIRA",8,Provide refined requirement walkthrough to project stakeholders . We Value . 3-5 years ...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-sagaux-remote-3-to-5-years-081024501873,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,Business Intelligence,0.0,21.0,False,False
6263,Business Analyst,Unify Technologies,2.8,Remote,Remote,Data Scientist,4-7 Yrs,4.0,7.0,Not Disclosed,0.0,0.0,False,"Business Analyst, Business analysis",2,Strong attention to detail and organizational skills. Disclaimer: This job description ...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-unify-technologies-remote-4-to-7-years-060126500254,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,Business Intelligence,0.0,21.0,False,False
6264,Business Analyst,8848 Digital,4.0,Remote,Remote,Data Scientist,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"ERP, Business Analyst, Business analysis, Time management, Analytical, Microsoft applications, Management consulting, infrastructure services",8,Monitoring deliverables and ensuring timely completion of projects. Qualification: . A ...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-8848-digital-llp-remote-5-to-10-years-041224502895,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,Business Intelligence,0.0,21.0,False,False
6265,Business Analysts,Auctor Corporation,3.6,Remote,Remote,Data Scientist,1-2 Yrs,1.0,2.0,Not Disclosed,0.0,0.0,False,"business requirements, business analysis, risk, market research, business operations, Marketing, Analysis, Analysts",8,. Disclaimer: This job description has been sourced from a public domain and may have b...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-business-analysts-auctor-corporation-remote-1-to-2-years-021225504611,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Remote,Business Intelligence,0.0,21.0,True,False
6266,Business Analyst,Starlabs Technologies,3.6,Remote,Remote,Data Scientist,1-5 Yrs,1.0,5.0,Not Disclosed,0.0,0.0,False,"Data analysis, Product engineering, Business Analyst, Project management, Analytical, Process improvement, JIRA, User acceptance testing",8,"Gather, analyze, and document business requirements from stakeholders. Create detailed ...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-business-analyst-starlabs-technologies-remote-1-to-5-years-020326501915,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Remote,Business Intelligence,0.0,21.0,True,False
6267,AI and machine learning software developer,Rexus Group,2.9,Remote,Remote,Data Scientist,0-4 Yrs,0.0,4.0,Not Disclosed,0.0,0.0,False,"Computer science, Cloud computing, C++, Version control, Analytical, Machine learning, Agile, Data processing",8,"Bachelor s degree in Computer Science, Electrical Engineering, Mathematics, or related ...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-ai-and-machine-learning-software-developer-rexus-group-remote-0-to-4-years-160426503721,naukri.com,2025-06-10,Undisclosed,Fresher,False,Remote,AI/ML/DL,0.0,21.0,True,False
6268,Full Stack Development Intern,Spotix,3.6,Remote,Remote,Data Scientist,No fixed duration,4.0,8.0,Unpaid,10.0,18.0,True,Not Available,0,Not Available,Starts in 1-3 months,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-full-stack-development-intern-spotix-remote-0-to-1-years-130526500056,naukri.com,2025-06-10,Senior (10-20 LPA),Mid (3-5 Yrs),False,Remote,Data Science,14.0,30.0,False,False
6269,Power Apps Developer,Trigyn Technologies,3.8,Remote,Remote,Data Scientist,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"Architecture, Data modeling, devops, data governance, power bi, microsoft, Troubleshooting, SQL",8,Minimum 5 years of progressively responsible experience in information systems developm...,6 days ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-power-apps-developer-trigyn-technologies-remote-5-to-10-years-030626504890,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,Business Intelligence,0.0,6.0,False,False
6270,Python Application Developer,SNS System,4.2,Remote,Remote,Data Scientist,0-4 Yrs,0.0,4.0,Not Disclosed,0.0,0.0,False,"Backend, Version control, GIT, Postgresql, Django, MySQL, Web development, Machine learning",8,"Strong Python Programming Skills: Extensive experience with Python and its libraries, i...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-python-application-developer-sns-system-remote-0-to-4-years-020725503311,naukri.com,2025-06-10,Undisclosed,Fresher,False,Remote,AI/ML/DL,0.0,21.0,True,False
6271,AI Developer,SNS System,4.2,Remote,Remote,Data Scientist,0-3 Yrs,0.0,3.0,Not Disclosed,0.0,0.0,False,"Computer vision, deep learning, data science, GCP, Focus, Machine learning, Deployment, Natural language processing",8,"Expertise in AI Frameworks: You have hands-on experience with tools like TensorFlow, Py...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-ai-developer-sns-system-remote-0-to-3-years-020725503303,naukri.com,2025-06-10,Undisclosed,Fresher,False,Remote,AI/ML/DL,0.0,21.0,True,False
6272,Fullstack Web Developer,Busigence Technologies,3.6,Remote,Remote,Data Scientist,0-4 Yrs,0.0,4.0,Not Disclosed,0.0,0.0,False,"Managed services, Web technologies, Artificial Intelligence, Web development, Machine learning, HTTP, JSON, Natural language processing",8,1. Code in Javascript from scratch ...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-fullstack-web-developer-busigence-technologies-remote-0-to-4-years-220322500558,naukri.com,2025-06-10,Undisclosed,Fresher,False,Remote,AI/ML/DL,0.0,21.0,True,False
6273,Express.js Developer,Busigence Technologies,3.6,Remote,Remote,Data Scientist,0-5 Yrs,0.0,5.0,Not Disclosed,0.0,0.0,False,"Web application development, French, Web application, Web development, Machine learning, Javascript, HTTP, Natural language processing",8,We are looking for engineers with real passion for middleware web development wit...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-express-js-developer-busigence-technologies-remote-0-to-5-years-141221500527,naukri.com,2025-06-10,Undisclosed,Fresher,False,Remote,AI/ML/DL,0.0,21.0,True,False
6274,Ember.js Developer,Busigence Technologies,3.6,Remote,Remote,Data Scientist,0-5 Yrs,0.0,5.0,Not Disclosed,0.0,0.0,False,"Web application development, metadata, French, Web application, Web development, Machine learning, Javascript, HTTP",8,. We are looking for engineers with real passion for user interface web development wit...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-ember-js-developer-busigence-technologies-remote-0-to-5-years-141221500526,naukri.com,2025-06-10,Undisclosed,Fresher,False,Remote,AI/ML/DL,0.0,21.0,True,False
6275,Django Developer,Busigence Technologies,3.6,Remote,Remote,Data Scientist,0-3 Yrs,0.0,3.0,Not Disclosed,0.0,0.0,False,"Backend, French, NoSQL, Django, Web development, Machine learning, HTTP, Business intelligence",8,. We are looking for engineers with real passion for middleware web development with ac...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-django-developer-busigence-technologies-remote-0-to-3-years-131221501699,naukri.com,2025-06-10,Undisclosed,Fresher,False,Remote,AI/ML/DL,0.0,21.0,True,False
6276,React Developer,Busigence Technologies,3.6,Remote,Remote,Data Scientist,0-4 Yrs,0.0,4.0,Not Disclosed,0.0,0.0,False,"Web application development, Artificial Intelligence, Web application, Web development, Machine learning, Javascript, HTTP, Natural language processing",8,We are looking for engineers with real passion for user interface web development ...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-react-developer-busigence-technologies-remote-0-to-4-years-100423502039,naukri.com,2025-06-10,Undisclosed,Fresher,False,Remote,AI/ML/DL,0.0,21.0,True,False
6277,Delivery Manager,Lorven Technologies,3.2,Remote,Remote,Data Scientist,0-5 Yrs,0.0,5.0,Not Disclosed,0.0,0.0,False,"Interpersonal skills, Quality standards, Test strategy, Senior Executive, Relationship, Infrastructure, Data analytics, Analytics",8,Role Requirement : . - Proven ability to lead Data Analyticsprojects and ensure objecti...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-delivery-manager-lorventech-solutions-india-pvt-ltd-remote-0-to-5-years-100326504039,naukri.com,2025-06-10,Undisclosed,Fresher,True,Remote,Business Intelligence,0.0,21.0,True,False
6278,LLM Platform Engineer Lead,Kayzen,4.3,Remote,Remote,Data Scientist,5-9 Yrs,5.0,9.0,Not Disclosed,0.0,0.0,False,"Bidding, Prototype, orchestration, GCP, Linux kernel, System design, Data processing, Distribution system",8,Requirements . AI Tooling & Framework Experience (Core Focus) . Hands-on experience wit...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-llm-platform-engineer-lead-kayzen-remote-5-to-9-years-020226502687,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Remote,AI/ML/DL,0.0,21.0,False,False
6279,Lead Machine Learning Engineer (Tensorflow and PyTorch),Infraveo Technologies,3.6,Remote,Remote,Data Scientist,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,False,"Computer science, Backend, Front end, Analytical, Machine learning, Cloud, Programming, Customer experience",8,. 5 years of experience working on a . deployed ML or AI product. A strong background i...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-lead-machine-learning-engineer-tensorflow-and-pytorch-infraveo-technologies-remote-3-to-6-years-290525504789,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Remote,AI/ML/DL,0.0,21.0,False,False
6280,"Lead Software Engineer II, AI Operations",Best Egg,3.6,Remote,Remote,Data Scientist,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"Performance tuning, Backend, Product engineering, Prototype, Packaging, Workflow, Monitoring, Python",8,Experience: 5 10 years of professional software engineering (or equivalent) with 2+ yea...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-lead-software-engineer-ii-ai-operations-best-egg-remote-5-to-10-years-240426503070,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Remote,Data Science,0.0,21.0,False,False
6281,Senior Associate / Engagement Manager - Consulting,Zenon LLC,2.7,Remote,Remote,Data Scientist,4-8 Yrs,4.0,8.0,Not Disclosed,0.0,0.0,False,"Product management, Automation, Analytical, Consulting, Management consulting, Business strategy, Business solutions, Analytics",8,. 4 - 8 years of experience in management consulting/ product management/ analytical ro...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-senior-associate-engagement-manager-consulting-zenon-llc-remote-4-to-8-years-210325505747,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Remote,Business Intelligence,0.0,21.0,False,False
6282,Lead Embedded s / w Engineer,Redant Labs,3.6,Remote,Remote,Data Scientist,8-13 Yrs,8.0,13.0,Not Disclosed,0.0,0.0,False,"C++, Architecture, Hardware, S, Embedded systems",5,Experience . - Minimum of 8 years . Package . - Industry challenging compensation . Exp...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-lead-embedded-s-w-engineer-redant-labs-remote-8-to-13-years-161224501431,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),True,Remote,Data Science,0.0,21.0,False,False
6283,MLOps Engineer,Mindwise Technologies,3.6,Remote,Remote,Data Scientist,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,False,"Backend, GCP, Machine learning, Cloud, Deployment, Management, AWS, Performance monitoring",8,"Type: Full Time Experience with CI / CD tools (GitHub Actions, GitLab CI, Jenkins, etc....",1 day ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-mlops-engineer-mindwise-technologies-remote-3-to-8-years-090626503759,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,AI/ML/DL,0.0,1.0,False,False
6284,SQL Engineer,Clario,3.9,Remote,Remote,Data Scientist,3-5 Yrs,3.0,5.0,Not Disclosed,0.0,0.0,False,"Performance tuning, Database design, MySQL, Wellness, Informatica, Stored procedures, Oracle, SSIS",8,". At Clario, part of Thermo Fisher Scientific we are seeking a skilled SQL Engineer wit...",1 day ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-sql-engineer-clario-remote-3-to-5-years-090626501572,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,Data Science,0.0,1.0,False,False
6285,AI/Machine Learning Engineer,Oddball,3.6,Remote,Remote,Data Scientist,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,False,"HR Representative, Automation, Machine learning, Cloud, Legal, Agile, Investigation, Natural language processing",8,Experience building and maintaining ML pipelines in AWS cloud environments. Ability to ...,1 week ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-ai-machine-learning-engineer-oddball-remote-2-to-5-years-290526506913,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Remote,AI/ML/DL,0.0,7.0,False,False
6286,Staff Machine Learning Engineer,Sanfoundry,3.6,Remote,Remote,Data Scientist,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"Computer science, Training, Computer vision, Product engineering, Artificial Intelligence, risk modeling, Machine learning, Data quality",8,Documentation and Reporting: Maintain comprehensive documentation of machine learning s...,1 week ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-staff-machine-learning-engineer-sanfoundry-remote-5-to-10-years-020626503169,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,AI/ML/DL,0.0,7.0,False,False
6287,Backend / Machine Learning Engineer,Sanfoundry,3.6,Remote,Remote,Data Scientist,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,False,"deep learning, Data analysis, Backend, Machine learning, System development, big data, Distribution system, Monitoring",8,. 4+ years of work experience building a production backend and machine learning system...,1 week ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-backend-machine-learning-engineer-sanfoundry-remote-4-to-9-years-020626503178,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,AI/ML/DL,0.0,7.0,False,False
6288,Senior Web Scraping Specialist (Python),Mindrift,3.6,Remote,Remote,Data Scientist,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"Computer science, Automation, Javascript, HTML, JSON, Data quality, Selenium, Manager Quality Control",8,This part-time remote opportunity is ideal for technical professionals with hands-on ex...,1 week ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-senior-web-scraping-specialist-python-mindrift-remote-5-to-10-years-280526500082,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Remote,Data Science,0.0,7.0,False,False
6289,Senior Tableau Developer,Marktine,4.0,Remote,Remote,Data Scientist,6-11 Yrs,6.0,11.0,Not Disclosed,0.0,0.0,False,"tableau, Publishing, Data modeling, GCP, Analytical, Cloud, data visualization, Stakeholder management",8,Tableau certification is preferredRequired Skills & Qualifications . 6+ years of hands-...,1 week ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-senior-tableau-developer-marktine-remote-6-to-11-years-010626504759,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),True,Remote,Business Intelligence,0.0,7.0,False,False
6290,Agile Coach,Xebia Academy Global,3.6,Remote,Remote,Data Scientist,8-10 Yrs,8.0,10.0,Not Disclosed,0.0,0.0,False,"Mining, Text mining, Logistic regression, Machine learning, Data mining, Open source, Continuous improvement, Forecasting",8,Experience working with tight deadlines . Have suitable qualifications and industry cer...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-agile-coach-xebia-academy-global-remote-8-to-10-years-051222501210,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Remote,AI/ML/DL,0.0,21.0,False,False
6291,Agile (SAFe) Coach,Xebia Academy Global,3.6,Remote,Remote,Data Scientist,8-10 Yrs,8.0,10.0,Not Disclosed,0.0,0.0,False,"Mining, Text mining, Logistic regression, Machine learning, Agile, Data mining, Open source, Forecasting",8,Experience working with tight deadlines . Have suitable qualifications and industry cer...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-agile-safe-coach-xebia-academy-global-remote-8-to-10-years-051222501209,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Remote,AI/ML/DL,0.0,21.0,False,False
6292,ML Ops Engineer,GlowTouch,3.0,Remote,Remote,Data Scientist,4-7 Yrs,4.0,7.0,Not Disclosed,0.0,0.0,False,"MLops, Aws Cloud, Ml Libraries, Ml, Ops, Cloud, AWS, Library",8,unifyCX is a certified minority-owned business and an EOE employer who welcomes diversi...,2 weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-ml-ops-engineer-glowtouch-remote-4-to-7-years-200526028031,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,Cloud & DevOps,0.0,14.0,False,False
6293,Machine Learning Engineer,Jalopeura Technology,5.0,Remote,Remote,Data Scientist,1-3 Yrs,1.0,3.0,Not Disclosed,0.0,0.0,False,"Automation testing, Resource utilization, Version control, Architecture, Cloud Services, Machine learning, Infrastructure, Data quality",8,"As an MLE at Jalopeura, you will be responsible for designing, building, and deploying ...",3 weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-machine-learning-engineer-jalopeura-technology-remote-1-to-3-years-180526507200,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Remote,AI/ML/DL,0.0,21.0,True,False
6294,Machine Learning Engineer,MNJ Software,4.2,Remote,Remote,Data Scientist,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,False,"IT services, Product engineering, Data modeling, Analytical, Machine learning, Data structures, Vulnerability, Business solutions",8,"Experience with machine learning platforms such as Microsoft Azure, Google Cloud, IBM W...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-machine-learning-engineer-mnj-software-private-limited-remote-3-to-6-years-150223501059,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,AI/ML/DL,0.0,21.0,False,False
6295,Expert Artificial Intelligence/Machine Learning Engineer,Ciklum,3.5,Remote,Remote,Data Scientist,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"Product engineering, data science, Artificial Intelligence, Finance, Machine learning, microsoft azure, Medical insurance, MCP",8,We are seeking an experienced AI Engineer with a strong background in Data Science and ...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-expert-artificial-intelligence-machine-learning-engineer-ciklum-remote-5-to-10-years-080526501911,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,AI/ML/DL,0.0,21.0,False,False
6296,ML / LLM Engineer,Codvo,3.5,Remote,Remote,Data Scientist,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,False,"Product management, Product innovation, Data modeling, Machine learning, Cloud, digital strategy, Deployment, Predictive modeling",8,"Proficiency in Python and ML libraries (Scikit-learn, PyTorch, TensorFlow) . Required S...",3 weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-ml-llm-engineer-codvo-ai-remote-3-to-8-years-130526500622,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,AI/ML/DL,0.0,21.0,False,False
6297,Machine Learning Engineer (Speech) - AI,Level Ai,2.4,Remote,Remote,Data Scientist,3-7 Yrs,3.0,7.0,Not Disclosed,0.0,0.0,False,"ASR, Linux, Transcription, Enterprise applications, Machine learning, Agile, Information retrieval, Silicon",8,Requirements : . Bachelors in Computer Science or Electrical Engineering or related fie...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-machine-learning-engineer-speech-ai-level-ai-remote-3-to-7-years-281123501423,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,AI/ML/DL,0.0,21.0,False,False
6298,ML Engineer,123 Of Ai,3.6,Remote,Remote,Data Scientist,6-10 Yrs,6.0,10.0,Not Disclosed,0.0,0.0,False,"QA, Computer vision, HTML;Javascript, deep learning, Coding, Machine learning, Silicon, Test cases",8,"Skilled at Deep Learning, Computer Vision, NLP . Hands-on experience with building LLM-...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-ml-engineer-123-of-ai-remote-6-to-10-years-251025502136,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Remote,AI/ML/DL,0.0,21.0,False,False
6299,Machine Learning Engineer,Xzect,4.5,Remote,Remote,Data Scientist,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,False,"Machine learning, Machine",2,Deploying ML models: The Machine Learning Engineer deploys ML models in production envi...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-machine-learning-engineer-xzect-remote-2-to-5-years-250925508950,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Remote,AI/ML/DL,0.0,21.0,False,False
6300,ML Engineer - Runtime,Adalat Ai,3.6,Remote,Remote,Data Scientist,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,False,"deep learning frameworks, python, c++, natural language processing, neural networks, machine learning, artificial intelligence, pipeline",8,"Bachelors or Masters degree in Computer Science, Computer Engineering, or a related fie...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-ml-engineer-runtime-adalat-ai-remote-4-to-9-years-241125501333,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,AI/ML/DL,0.0,21.0,False,False
6301,AL/ML Engineer,Sparix Global,5.0,Remote,Remote,Data Scientist,6-11 Yrs,6.0,11.0,Not Disclosed,0.0,0.0,False,"Communication protocols, Version control, orchestration, Simulation, Scalability, Compliance, GCP, System design",8,"Lead the implementation and composing of tool-using agents that interact with APIs, ...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-al-ml-engineer-sparix-global-private-limited-remote-6-to-11-years-240426500835,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Remote,AI/ML/DL,0.0,21.0,False,False
